feedback_id,customer_id,date_submitted,feedback_text,satisfaction_score,issue_type,resolved,feedback_length,satisfaction_category,cleaning_status
fdbk103399,cust105742,2024-09-09,Success size arrive western our right nice southern above.,4,Transaction,True,58,High,Cleaned and Validated
fdbk103400,cust106559,2023-07-01,City second science take key group thing yet person.,1,Transaction,True,52,Low,Cleaned and Validated
fdbk103401,cust101410,2023-02-04,Likely surface guess bar feeling summer throw century.,5,Transaction,True,54,High,Cleaned and Validated
fdbk103402,cust106439,2025-02-28,Free hour score reach along very remain.,3,Fraud,True,40,Medium,Cleaned and Validated
fdbk103403,cust104955,2023-04-02,Beat sense feel good wife green hospital chair foreign read.,4,Fraud,True,60,High,Cleaned and Validated
fdbk103404,cust103009,2022-09-21,Grow federal front ahead cut theory society cup painting.,4,Transaction,True,57,High,Cleaned and Validated
fdbk103405,cust104690,2023-09-24,Military production especially nice fund huge visit.,4,Fraud,True,52,High,Cleaned and Validated
fdbk103406,cust101178,2024-06-07,Interview article line word full wife international sure tax senior.,2,Fraud,True,68,Low,Cleaned and Validated
fdbk103407,cust106256,2023-12-24,Federal listen leader evidence beautiful Mrs wrong message themselves lot.,3,Other,True,74,Medium,Cleaned and Validated
fdbk103408,cust108502,2025-06-26,Democrat energy information by quality already buy hotel about.,4,Transaction,True,63,High,Cleaned and Validated
fdbk103409,cust107448,2024-01-05,Minute large first another deep.,5,App_Usability,False,32,High,Cleaned and Validated
fdbk103410,cust106934,2024-05-30,Add education base charge pattern your budget wonder.,5,App_Usability,True,53,High,Cleaned and Validated
fdbk103411,cust109209,2025-06-25,Report dinner kid step mission team drug.,5,App_Usability,True,41,High,Cleaned and Validated
fdbk103412,cust103205,2021-08-31,Arm model big possible ahead significant.,1,Other,True,41,Low,Cleaned and Validated
fdbk103413,cust105057,2025-05-12,Focus site manager economic article north television painting.,3,Transaction,True,62,Medium,Cleaned and Validated
fdbk103414,cust108153,2023-12-09,Research source necessary trade teacher culture than.,4,Fraud,True,53,High,Cleaned and Validated
fdbk103415,cust108391,2023-10-01,Ten look detail western administration information small resource wish among.,3,Fraud,True,77,Medium,Cleaned and Validated
fdbk103416,cust104227,2025-01-13,Send owner run direction behavior a democratic attention energy good.,4,Transaction,True,69,High,Cleaned and Validated
fdbk103417,cust108025,2024-03-16,Single staff per high call strategy world responsibility.,5,Transaction,False,57,High,Cleaned and Validated
fdbk103418,cust106245,2024-06-15,Bad bed picture let happen.,5,Transaction,True,27,High,Cleaned and Validated
fdbk103419,cust103496,2023-12-01,Meet community hand parent leader save thank similar staff help.,4,App_Usability,True,64,High,Cleaned and Validated
fdbk103420,cust100767,2024-10-23,Bag close somebody exist huge energy service.,5,Transaction,True,45,High,Cleaned and Validated
fdbk103421,cust104580,2023-06-25,Stop than many piece month enter.,2,Transaction,True,33,Low,Cleaned and Validated
fdbk103422,cust104051,2023-02-02,Team interesting security wall nice close.,4,App_Usability,True,42,High,Cleaned and Validated
fdbk103423,cust105835,2024-05-29,Increase attack Mr TV sport study travel.,5,Fraud,False,41,High,Cleaned and Validated
fdbk103424,cust108807,2022-06-02,War care important assume year happen second.,5,Transaction,True,45,High,Cleaned and Validated
fdbk103425,cust104513,2025-06-28,Material approach I beyond activity.,4,Transaction,True,36,High,Cleaned and Validated
fdbk103426,cust104416,2024-05-06,Fill opportunity spring nor.,1,Transaction,True,28,Low,Cleaned and Validated
fdbk103427,cust103152,2023-07-27,Me central yeah fight concern last good.,4,Transaction,True,40,High,Cleaned and Validated
fdbk103428,cust101821,2024-11-09,Any seem marriage civil hotel thing already ok.,1,Transaction,False,47,Low,Cleaned and Validated
fdbk103429,cust108049,2025-06-08,Or pull movement college ok fire safe week forget fund.,2,Transaction,True,55,Low,Cleaned and Validated
fdbk103430,cust106565,2025-05-23,Edge music stand it require detail.,3,App_Usability,True,35,Medium,Cleaned and Validated
fdbk103431,cust106531,2024-03-11,Recently garden character think center thank beautiful hospital.,5,Other,True,64,High,Cleaned and Validated
fdbk103432,cust108975,2025-07-26,Hour political effort outside building color my civil.,3,Transaction,True,54,Medium,Cleaned and Validated
fdbk103433,cust107439,2025-07-28,Dark door interview early subject nor they oil.,5,Fraud,True,47,High,Cleaned and Validated
fdbk103434,cust105949,2023-06-24,Herself fall structure force economic sell measure remember structure player.,2,Transaction,True,77,Low,Cleaned and Validated
fdbk103435,cust109412,2024-05-14,Admit growth we argue tend provide step might boy.,5,Other,True,50,High,Cleaned and Validated
fdbk103436,cust107052,2024-05-10,Town easy to character fly.,4,Transaction,True,27,High,Cleaned and Validated
fdbk103437,cust109745,2024-12-23,Usually reveal establish everybody find single hold his.,2,Transaction,True,56,Low,Cleaned and Validated
fdbk103438,cust107336,2023-12-07,Control control audience analysis Congress such trade.,1,Transaction,False,54,Low,Cleaned and Validated
fdbk103439,cust102481,2022-09-17,Ground low nothing move food whose see church maintain Mr.,4,App_Usability,True,58,High,Cleaned and Validated
fdbk103440,cust106591,2024-05-27,Fine part deep guess moment book tend.,4,Transaction,True,38,High,Cleaned and Validated
fdbk103441,cust106574,2025-07-24,Dark area soon determine home risk quite.,4,Other,True,41,High,Cleaned and Validated
fdbk103442,cust106171,2025-02-03,Forget themselves between mind support four minute.,5,Fraud,True,51,High,Cleaned and Validated
fdbk103443,cust101135,2025-04-04,Hard piece part learn adult.,5,Other,True,28,High,Cleaned and Validated
fdbk103444,cust102037,2025-07-24,Interest most type court third teach blood myself consider final.,2,Transaction,True,65,Low,Cleaned and Validated
fdbk103445,cust104688,2025-05-01,Feeling him represent job clear physical life.,4,Transaction,True,46,High,Cleaned and Validated
fdbk103446,cust108140,2024-06-05,Building could they ago allow training provide realize.,2,Transaction,False,55,Low,Cleaned and Validated
fdbk103447,cust109199,2022-08-28,Same official expert many local worry whose.,5,Transaction,True,44,High,Cleaned and Validated
fdbk103448,cust103308,2025-01-18,Positive animal course laugh technology hair hold produce drive yard.,4,Fraud,False,69,High,Cleaned and Validated
fdbk103449,cust104524,2025-07-24,Partner east make show bed.,4,App_Usability,False,27,High,Cleaned and Validated
fdbk103450,cust103565,2025-07-28,Turn table technology class type.,1,Transaction,True,33,Low,Cleaned and Validated
fdbk103451,cust100543,2025-03-07,Bank range western very value blue possible drive.,4,App_Usability,True,50,High,Cleaned and Validated
fdbk103452,cust103033,2025-07-22,Oil blood perhaps month.,1,Transaction,True,24,Low,Cleaned and Validated
fdbk103453,cust101713,2025-05-10,Push tonight about play rather.,4,Transaction,True,31,High,Cleaned and Validated
fdbk103454,cust108226,2025-01-12,Exist throughout other fall blue prove gun member true.,2,Transaction,True,55,Low,Cleaned and Validated
fdbk103455,cust103514,2022-12-05,Fact out all Democrat teach.,4,Transaction,True,28,High,Cleaned and Validated
fdbk103456,cust100914,2025-02-06,Standard maintain interesting friend dog certainly cup.,4,Other,True,55,High,Cleaned and Validated
fdbk103457,cust104652,2022-11-16,Foot strong everyone degree star fall page.,5,Transaction,True,43,High,Cleaned and Validated
fdbk103458,cust102920,2024-12-20,Moment trouble hold wind happen meeting rest machine.,3,App_Usability,True,53,Medium,Cleaned and Validated
fdbk103459,cust100937,2023-02-13,Let sort simple certainly herself wish animal wrong change answer.,3,Transaction,True,66,Medium,Cleaned and Validated
fdbk103460,cust108434,2021-12-08,Evidence local decade worker federal series toward.,5,Transaction,True,51,High,Cleaned and Validated
fdbk103461,cust109910,2025-03-19,Resource possible record attention culture letter board rule.,5,Transaction,True,61,High,Cleaned and Validated
fdbk103462,cust105335,2022-03-28,Class kind reality hundred production feeling standard experience yard than.,4,Transaction,True,76,High,Cleaned and Validated
fdbk103463,cust108729,2024-12-16,Think place hospital often manager sign whom security.,5,App_Usability,True,54,High,Cleaned and Validated
fdbk103464,cust109156,2025-06-14,Stay glass wide when view.,4,Transaction,True,26,High,Cleaned and Validated
fdbk103465,cust103304,2024-05-18,Wrong white great fear heavy test land many.,3,App_Usability,True,44,Medium,Cleaned and Validated
fdbk103466,cust107464,2022-09-09,Recently generation side add whom strategy.,2,Transaction,True,43,Low,Cleaned and Validated
fdbk103467,cust100946,2022-07-07,Realize Republican quickly can financial no field be.,3,Transaction,True,53,Medium,Cleaned and Validated
fdbk103468,cust107205,2023-01-25,Hotel talk blue change project country like company clearly note.,3,Transaction,False,65,Medium,Cleaned and Validated
fdbk103469,cust108882,2024-04-07,Staff hotel leader face crime fight religious impact.,5,Other,False,53,High,Cleaned and Validated
fdbk103470,cust109716,2021-10-08,Raise necessary word peace describe size.,2,Fraud,True,41,Low,Cleaned and Validated
fdbk103471,cust100840,2024-03-04,Two question kitchen make.,5,Transaction,True,26,High,Cleaned and Validated
fdbk103472,cust105202,2025-04-14,Try amount heart need but education.,3,Fraud,True,36,Medium,Cleaned and Validated
fdbk103473,cust108147,2024-08-11,Anything message message indeed green.,4,Transaction,True,38,High,Cleaned and Validated
fdbk103474,cust109823,2025-03-23,Clear truth science area subject professional.,5,Other,True,46,High,Cleaned and Validated
fdbk103475,cust104911,2022-10-13,Notice seek keep husband respond.,4,Transaction,True,33,High,Cleaned and Validated
fdbk103476,cust107363,2024-03-08,Value leg threat girl conference own.,3,Transaction,True,37,Medium,Cleaned and Validated
fdbk103477,cust102572,2022-12-01,Resource change prove staff marriage throughout summer create.,4,Transaction,True,62,High,Cleaned and Validated
fdbk103478,cust100141,2024-07-12,Trade later you meeting here most moment blood question.,2,Transaction,True,56,Low,Cleaned and Validated
fdbk103479,cust102605,2024-06-07,Parent international hotel study sea.,5,App_Usability,True,37,High,Cleaned and Validated
fdbk103480,cust101611,2023-09-26,Nation side contain say several task plant.,4,Transaction,True,43,High,Cleaned and Validated
fdbk103481,cust104036,2023-08-26,Too office candidate opportunity easy how yeah eat.,5,Transaction,True,51,High,Cleaned and Validated
fdbk103482,cust109094,2022-12-20,Test least find discover poor explain seek.,5,App_Usability,False,43,High,Cleaned and Validated
fdbk103483,cust103454,2025-07-27,Live also professor figure suggest.,1,App_Usability,True,35,Low,Cleaned and Validated
fdbk103484,cust101945,2024-12-12,Whom former somebody car bring news.,1,Transaction,True,36,Low,Cleaned and Validated
fdbk103485,cust109613,2024-03-29,From concern agency prevent level kind draw.,2,Other,True,44,Low,Cleaned and Validated
fdbk103486,cust108444,2024-06-28,Political method across father trouble whom station chair.,4,Fraud,True,58,High,Cleaned and Validated
fdbk103487,cust103964,2025-05-31,Floor spend news day year maintain role.,4,Transaction,True,40,High,Cleaned and Validated
fdbk103488,cust106076,2024-01-17,Maybe place kind appear herself trouble lot.,4,Transaction,True,44,High,Cleaned and Validated
fdbk103489,cust106588,2023-11-18,Evidence benefit each help matter seem eye wife career.,1,Transaction,True,55,Low,Cleaned and Validated
fdbk103490,cust109957,2024-12-17,Or mother their whom kitchen dark continue sometimes cup those candidate.,1,Transaction,True,73,Low,Cleaned and Validated
fdbk103491,cust106246,2025-04-10,That teach fine send consider simple environment respond deep.,2,Transaction,True,62,Low,Cleaned and Validated
fdbk103492,cust104058,2024-07-24,Amount fill small factor officer difference again manager worry.,4,App_Usability,False,64,High,Cleaned and Validated
fdbk103493,cust107069,2025-05-23,Agreement want team never yard owner end member buy agree defense.,1,Other,True,66,Low,Cleaned and Validated
fdbk103494,cust109836,2023-08-20,Place character finish statement their every tough tough certain serious.,4,Transaction,True,73,High,Cleaned and Validated
fdbk103495,cust100717,2023-04-12,Fish who before small artist.,2,Fraud,True,29,Low,Cleaned and Validated
fdbk103496,cust102847,2024-06-26,Until eat our box likely.,5,App_Usability,True,25,High,Cleaned and Validated
fdbk103497,cust106611,2025-07-04,Toward especially tax better next.,2,Fraud,True,34,Low,Cleaned and Validated
fdbk103498,cust101545,2024-12-22,Might me these thus pressure do production her.,4,Transaction,False,47,High,Cleaned and Validated
fdbk103499,cust108716,2025-02-22,Nor figure lose character free purpose plant.,5,Transaction,True,45,High,Cleaned and Validated
fdbk103500,cust104755,2021-08-29,Citizen practice door especially rest hard floor player.,3,Fraud,True,56,Medium,Cleaned and Validated
fdbk103501,cust107719,2023-12-20,Billion mouth daughter enjoy suffer myself truth push.,2,Other,True,54,Low,Cleaned and Validated
fdbk103502,cust104948,2024-01-27,Bill continue he up guess benefit theory.,3,App_Usability,True,41,Medium,Cleaned and Validated
fdbk103503,cust108049,2025-04-21,Lot clearly attorney class part bring standard security practice ok.,5,Other,False,68,High,Cleaned and Validated
fdbk103504,cust101005,2024-09-12,Certain decade oil down member address home position system.,4,Transaction,False,60,High,Cleaned and Validated
fdbk103505,cust105877,2024-12-09,Example heavy Mrs many food.,4,Transaction,True,28,High,Cleaned and Validated
fdbk103506,cust100053,2025-06-05,Issue catch list describe way method oil.,1,Other,True,41,Low,Cleaned and Validated
fdbk103507,cust107591,2025-03-17,Guy goal policy Republican eight cause particularly.,3,Fraud,True,52,Medium,Cleaned and Validated
fdbk103508,cust100520,2025-04-14,Happen bad wish pick college even.,5,Other,False,34,High,Cleaned and Validated
fdbk103509,cust107967,2021-08-15,Book professional walk clear cut head dinner yard message.,1,Fraud,True,58,Low,Cleaned and Validated
fdbk103510,cust104873,2024-02-29,Ahead foot particular kid add work force challenge sense until.,5,App_Usability,True,63,High,Cleaned and Validated
fdbk103511,cust102354,2020-12-14,Record feel summer bank describe response participant above community save.,4,App_Usability,True,75,High,Cleaned and Validated
fdbk103512,cust108180,2025-07-25,Another magazine deal himself around relate me later.,4,Fraud,True,53,High,Cleaned and Validated
fdbk103513,cust101037,2023-09-17,Large nice produce capital.,3,Transaction,True,27,Medium,Cleaned and Validated
fdbk103514,cust102917,2025-06-05,These catch degree tend effect.,3,Transaction,True,31,Medium,Cleaned and Validated
fdbk103515,cust106700,2025-05-27,Just first teach environmental fast.,5,App_Usability,True,36,High,Cleaned and Validated
fdbk103516,cust100262,2025-04-13,Man base fine voice capital street.,5,App_Usability,True,35,High,Cleaned and Validated
fdbk103517,cust107442,2022-06-13,Enter available hour stage by true concern film really.,4,Transaction,False,55,High,Cleaned and Validated
fdbk103518,cust102504,2024-04-30,Occur explain star dinner majority system increase.,1,App_Usability,True,51,Low,Cleaned and Validated
fdbk103519,cust109342,2025-07-13,Red pressure then throughout walk fish computer statement weight.,5,Other,True,65,High,Cleaned and Validated
fdbk103520,cust108802,2025-08-01,Decide happy some natural center report sort receive be system.,4,Transaction,True,63,High,Cleaned and Validated
fdbk103521,cust109208,2025-04-28,Low security sometimes dream heart future town player.,1,Other,True,54,Low,Cleaned and Validated
fdbk103522,cust102547,2025-04-25,Account pass state human box.,3,Transaction,True,29,Medium,Cleaned and Validated
fdbk103523,cust103837,2025-05-09,Seek team morning explain including everybody trouble indeed wait past.,5,Transaction,True,71,High,Cleaned and Validated
fdbk103524,cust105470,2020-12-20,Type itself region their still.,5,Other,True,31,High,Cleaned and Validated
fdbk103525,cust100491,2025-04-06,Week international country note picture cold.,1,Other,True,45,Low,Cleaned and Validated
fdbk103526,cust107960,2025-04-23,Me there manage yourself.,4,Transaction,False,25,High,Cleaned and Validated
fdbk103527,cust103223,2025-05-29,Throw common coach participant though civil media staff.,3,Transaction,True,56,Medium,Cleaned and Validated
fdbk103528,cust102267,2024-09-22,Cover foot speak people somebody spring.,3,Fraud,True,40,Medium,Cleaned and Validated
fdbk103529,cust101446,2025-02-25,Effort break much mission each production seem.,5,App_Usability,True,47,High,Cleaned and Validated
fdbk103530,cust102659,2022-03-30,Hair teach avoid level maybe six number development notice increase.,4,Fraud,False,68,High,Cleaned and Validated
fdbk103531,cust104157,2025-05-05,Coach audience top kid.,5,Other,True,23,High,Cleaned and Validated
fdbk103532,cust108083,2025-01-10,Leave operation pressure less piece record have somebody finally sometimes.,5,Transaction,False,75,High,Cleaned and Validated
fdbk103533,cust106420,2025-04-07,Size sister piece program citizen weight arrive try.,5,Transaction,True,52,High,Cleaned and Validated
fdbk103534,cust108131,2025-07-26,My thought figure catch candidate future will strong commercial create.,4,Fraud,True,71,High,Cleaned and Validated
fdbk103535,cust105932,2022-06-19,Should school rock idea sound.,4,Transaction,True,30,High,Cleaned and Validated
fdbk103536,cust108000,2024-02-05,Hard talk three whom themselves Mrs.,5,Transaction,True,36,High,Cleaned and Validated
fdbk103537,cust103580,2023-10-17,Note news guess society mind traditional west thus protect police.,5,App_Usability,False,66,High,Cleaned and Validated
fdbk103538,cust109198,2025-07-07,Small do hard keep sing entire suggest that each suggest.,5,App_Usability,True,57,High,Cleaned and Validated
fdbk103539,cust106394,2025-08-01,Huge dream himself when industry can accept level scene.,3,Transaction,True,56,Medium,Cleaned and Validated
fdbk103540,cust103203,2023-05-06,Throw eight lead throughout night over member.,5,App_Usability,True,46,High,Cleaned and Validated
fdbk103541,cust108747,2025-04-12,Room two bed point set event.,5,Fraud,True,29,High,Cleaned and Validated
fdbk103542,cust107600,2025-02-20,Wall start Mrs thank run they.,3,Fraud,True,30,Medium,Cleaned and Validated
fdbk103543,cust108675,2022-05-17,Mean here find nearly the.,4,Transaction,True,26,High,Cleaned and Validated
fdbk103544,cust104935,2025-05-03,Bad town same later admit floor beyond.,5,Transaction,True,39,High,Cleaned and Validated
fdbk103545,cust101353,2024-04-27,Trip nature could dream seem several know.,3,Transaction,True,42,Medium,Cleaned and Validated
fdbk103546,cust100477,2022-08-26,Smile PM clearly blue might us position hit Mrs institution.,1,App_Usability,True,60,Low,Cleaned and Validated
fdbk103547,cust107328,2025-02-06,Special stage soon beautiful close school outside.,2,Other,True,50,Low,Cleaned and Validated
fdbk103548,cust100699,2023-06-26,Appear finish mother however home act clear usually address issue.,4,Transaction,True,66,High,Cleaned and Validated
fdbk103549,cust106395,2025-01-17,Media choose offer apply mouth.,4,Other,True,31,High,Cleaned and Validated
fdbk103550,cust101451,2024-03-14,Know all risk under major forward page shake boy.,4,Transaction,True,49,High,Cleaned and Validated
fdbk103551,cust109982,2024-11-21,Yard lawyer where medical tough.,1,Transaction,True,32,Low,Cleaned and Validated
fdbk103552,cust107382,2023-10-16,Close international ability any nation father probably second reduce.,4,App_Usability,True,69,High,Cleaned and Validated
fdbk103553,cust108396,2025-07-08,Several would long task listen others why.,4,Transaction,True,42,High,Cleaned and Validated
fdbk103554,cust109709,2025-07-27,Case focus must camera southern.,5,App_Usability,True,32,High,Cleaned and Validated
fdbk103555,cust109847,2023-12-26,Simple pattern level I science claim where same old nation.,5,Transaction,True,59,High,Cleaned and Validated
fdbk103556,cust100906,2024-10-22,Keep beautiful word adult before.,4,Other,True,33,High,Cleaned and Validated
fdbk103557,cust108315,2024-05-12,Design say use rich political.,5,Fraud,True,30,High,Cleaned and Validated
fdbk103558,cust100003,2023-04-27,Culture ago central keep operation market another company consumer mention.,5,Fraud,True,75,High,Cleaned and Validated
fdbk103559,cust107562,2023-05-06,Religious care meeting place among mother public.,3,Fraud,True,49,Medium,Cleaned and Validated
fdbk103560,cust109246,2021-09-09,Rate student road get city realize record statement board minute.,5,Transaction,True,65,High,Cleaned and Validated
fdbk103561,cust102736,2023-11-17,Grow body something trip role fall tell year.,4,Transaction,True,45,High,Cleaned and Validated
fdbk103562,cust105282,2024-04-26,Remain I tough water point.,4,Transaction,False,27,High,Cleaned and Validated
fdbk103563,cust104201,2025-04-01,Policy system among religious life write site computer word.,4,Transaction,True,60,High,Cleaned and Validated
fdbk103564,cust102796,2024-08-03,Hard sound away man increase good bag.,3,Transaction,True,38,Medium,Cleaned and Validated
fdbk103565,cust106426,2025-04-05,Everyone matter author report although watch lawyer in population.,5,Transaction,True,66,High,Cleaned and Validated
fdbk103566,cust106275,2023-11-25,Enough different example story like.,4,Fraud,True,36,High,Cleaned and Validated
fdbk103567,cust105600,2025-07-24,Theory turn product region less time model action heavy amount.,5,Transaction,True,63,High,Cleaned and Validated
fdbk103568,cust105211,2025-07-25,Final stock than director level moment allow.,4,Fraud,True,45,High,Cleaned and Validated
fdbk103569,cust102581,2021-10-24,Choose case people believe range or expert professional.,3,App_Usability,True,56,Medium,Cleaned and Validated
fdbk103570,cust103913,2024-02-04,Five budget beyond camera environmental.,4,Transaction,False,40,High,Cleaned and Validated
fdbk103571,cust101320,2024-09-08,Such general something miss parent walk life career president matter.,1,App_Usability,True,69,Low,Cleaned and Validated
fdbk103572,cust109369,2025-06-12,Avoid window never mention opportunity line can.,4,Transaction,True,48,High,Cleaned and Validated
fdbk103573,cust102764,2025-07-21,Bed pay success region game.,4,Transaction,True,28,High,Cleaned and Validated
fdbk103574,cust101870,2025-01-16,Different road anyone brother look to police.,1,App_Usability,True,45,Low,Cleaned and Validated
fdbk103575,cust102869,2024-07-29,Probably respond floor interesting movie reason assume.,2,Transaction,True,55,Low,Cleaned and Validated
fdbk103576,cust101499,2024-08-21,Local seven watch which write meeting player best senior government.,5,Fraud,True,68,High,Cleaned and Validated
fdbk103577,cust109863,2024-04-25,Beyond wear popular camera style week heavy expect magazine.,3,Fraud,True,60,Medium,Cleaned and Validated
fdbk103578,cust107214,2024-05-11,Movie us answer walk really audience now too concern meeting.,5,App_Usability,True,61,High,Cleaned and Validated
fdbk103579,cust108890,2023-04-27,Team per believe father become movie.,5,Transaction,True,37,High,Cleaned and Validated
fdbk103580,cust108801,2023-06-14,Theory anything financial wear very under.,4,Transaction,True,42,High,Cleaned and Validated
fdbk103581,cust104913,2025-07-15,Face food two network dog common popular more girl.,3,Fraud,True,51,Medium,Cleaned and Validated
fdbk103582,cust104825,2023-10-25,Leader figure American way.,4,Transaction,False,27,High,Cleaned and Validated
fdbk103583,cust100044,2024-11-01,Item full little great interview very radio.,3,Other,True,44,Medium,Cleaned and Validated
fdbk103584,cust100830,2023-10-23,Newspaper while hour able professor.,5,Transaction,True,36,High,Cleaned and Validated
fdbk103585,cust103372,2024-05-02,Best table amount seven somebody arm partner need else.,5,Transaction,True,55,High,Cleaned and Validated
fdbk103586,cust108578,2024-08-08,Each way ground contain fire street young cell paper community.,5,Transaction,True,63,High,Cleaned and Validated
fdbk103587,cust103273,2025-03-09,Finish pay whose message right could research.,4,Fraud,True,46,High,Cleaned and Validated
fdbk103588,cust105355,2024-08-26,Leg choose capital fear skin with a.,5,Other,True,36,High,Cleaned and Validated
fdbk103589,cust100242,2021-08-16,Interview amount sure administration glass court that road yourself.,3,Transaction,True,68,Medium,Cleaned and Validated
fdbk103590,cust106090,2025-07-27,Difficult through find kitchen model decision chance sometimes very.,2,App_Usability,True,68,Low,Cleaned and Validated
fdbk103591,cust103014,2024-10-17,Trade beautiful subject least police fire treat fire.,4,Transaction,True,53,High,Cleaned and Validated
fdbk103592,cust109951,2023-11-01,Special participant financial decision including here ahead meeting away.,2,Other,True,73,Low,Cleaned and Validated
fdbk103593,cust109279,2023-07-03,Conference good threat day throughout smile.,1,Transaction,False,44,Low,Cleaned and Validated
fdbk103594,cust102384,2024-10-24,Really hundred attack prevent fast spend fish front long knowledge.,3,App_Usability,True,67,Medium,Cleaned and Validated
fdbk103595,cust102974,2024-11-05,Ever structure important baby today arm star.,4,Transaction,True,45,High,Cleaned and Validated
fdbk103596,cust106290,2022-09-21,Beyond occur wind market money product speak.,4,Fraud,True,45,High,Cleaned and Validated
fdbk103597,cust109500,2025-07-05,Everybody town hit begin ready money door fund step four.,4,Fraud,True,57,High,Cleaned and Validated
fdbk103598,cust101975,2024-08-18,American eat event chance cost staff rich.,5,App_Usability,True,42,High,Cleaned and Validated
fdbk103599,cust101858,2023-12-21,Ground culture Congress anyone many oil executive develop provide.,5,Other,True,66,High,Cleaned and Validated
fdbk103600,cust103978,2021-12-10,Someone positive memory arrive southern much respond himself me.,4,Transaction,True,64,High,Cleaned and Validated
fdbk103601,cust103151,2024-05-20,First stage oil movement involve effort environmental find hospital man.,2,App_Usability,True,72,Low,Cleaned and Validated
fdbk103602,cust106548,2024-05-20,Might coach inside inside share point Republican visit defense.,4,Other,True,63,High,Cleaned and Validated
fdbk103603,cust105486,2023-09-04,Cell nature really machine boy tend of.,3,Fraud,True,39,Medium,Cleaned and Validated
fdbk103604,cust108992,2022-12-02,Rule agreement role truth this sound face everyone.,5,Transaction,True,51,High,Cleaned and Validated
fdbk103605,cust101446,2025-07-12,Remain me avoid like ten discussion rate account.,4,Transaction,True,49,High,Cleaned and Validated
fdbk103606,cust104939,2024-09-03,Our push state rise point reason.,3,App_Usability,True,33,Medium,Cleaned and Validated
fdbk103607,cust101803,2025-04-09,Office decide send instead account system real kitchen.,3,App_Usability,True,55,Medium,Cleaned and Validated
fdbk103608,cust109573,2024-06-18,Amount know current wait walk ability whether see something.,4,Transaction,True,60,High,Cleaned and Validated
fdbk103609,cust102257,2025-05-07,Medical financial resource save style.,1,Fraud,True,38,Low,Cleaned and Validated
fdbk103610,cust103731,2025-07-14,Truth medical exactly task fall time.,4,Other,True,37,High,Cleaned and Validated
fdbk103611,cust103865,2022-12-11,Measure hold affect now suddenly front yeah you produce store.,3,Transaction,True,62,Medium,Cleaned and Validated
fdbk103612,cust108028,2023-06-07,Process lead plan between article class social player.,5,Transaction,True,54,High,Cleaned and Validated
fdbk103613,cust100616,2025-01-17,Radio very allow can clear try reason service the.,3,Transaction,True,50,Medium,Cleaned and Validated
fdbk103614,cust102349,2022-12-03,Production my share color summer mission recently behavior.,5,Transaction,True,59,High,Cleaned and Validated
fdbk103615,cust107475,2024-09-05,Thousand teach force develop case employee.,2,Transaction,False,43,Low,Cleaned and Validated
fdbk103616,cust107299,2025-04-12,So window high almost form fall although.,3,Fraud,True,41,Medium,Cleaned and Validated
fdbk103617,cust102135,2023-11-07,Tv time business guy catch production fund speech it.,3,App_Usability,True,53,Medium,Cleaned and Validated
fdbk103618,cust104433,2025-02-23,Former though reason maintain benefit understand many option training.,5,Other,False,70,High,Cleaned and Validated
fdbk103619,cust109507,2023-12-30,Thousand one Democrat bed suffer teacher hotel serious beautiful cold.,3,Transaction,True,70,Medium,Cleaned and Validated
fdbk103620,cust102216,2025-07-22,Bit imagine best nation international cold mention end believe.,5,App_Usability,True,63,High,Cleaned and Validated
fdbk103621,cust103267,2024-07-20,Food rich movement daughter ten race.,4,Other,False,37,High,Cleaned and Validated
fdbk103622,cust101947,2024-06-14,Book clearly court coach head admit.,4,Transaction,True,36,High,Cleaned and Validated
fdbk103623,cust103386,2025-07-21,Plant major phone reach member investment improve.,5,App_Usability,True,50,High,Cleaned and Validated
fdbk103624,cust103627,2024-03-02,Specific partner should whether environment example.,5,Transaction,True,52,High,Cleaned and Validated
fdbk103625,cust106744,2025-03-29,Wide available president skill part speech question century since conference.,3,App_Usability,True,77,Medium,Cleaned and Validated
fdbk103626,cust107513,2025-03-16,Shoulder by hospital get strategy even compare.,5,Fraud,True,47,High,Cleaned and Validated
fdbk103627,cust107421,2022-08-23,Size not thing west wife result whom pressure several four need.,5,Fraud,True,64,High,Cleaned and Validated
fdbk103628,cust103703,2025-02-06,Each knowledge task although measure pattern film avoid.,2,Fraud,False,56,Low,Cleaned and Validated
fdbk103629,cust103634,2023-07-19,Former them on sort probably.,5,Transaction,False,29,High,Cleaned and Validated
fdbk103630,cust108448,2025-07-06,Thank until turn impact that but.,1,Transaction,True,33,Low,Cleaned and Validated
fdbk103631,cust109407,2024-05-19,Traditional likely already threat feeling.,5,Transaction,False,42,High,Cleaned and Validated
fdbk103632,cust102077,2024-09-12,Probably year bit reveal account various.,3,Transaction,True,41,Medium,Cleaned and Validated
fdbk103633,cust106058,2025-03-21,Add everything six best approach operation.,2,Other,True,43,Low,Cleaned and Validated
fdbk103634,cust109450,2023-09-25,Receive turn option walk step something.,4,Transaction,True,40,High,Cleaned and Validated
fdbk103635,cust107652,2025-05-08,Opportunity author source foot respond.,3,Transaction,True,39,Medium,Cleaned and Validated
fdbk103636,cust100538,2025-08-01,Bill will example detail visit no charge fill week.,4,Transaction,False,51,High,Cleaned and Validated
fdbk103637,cust100110,2022-07-27,Since peace explain body around sing after yet able stock.,5,Transaction,True,58,High,Cleaned and Validated
